id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,availability_365
1746734,Stylish One Bedroom Apt In HydePark,9192868,Rebecca,,Hyde Park,41.79984189,-87.59464747,Entire home/apt,100,3,289,9/30/2018,247
1759266,Lakeview / Lincoln Park Vintage,9249272,Mark,,Lake View,41.93485038,-87.65965035,Entire home/apt,250,3,26,7/25/2018,324
1759389,Casa Corazón (W) near Rush / UIC,1559157,Amanda,,Lower West Side,41.84773418,-87.68234504,Private room,67,2,104,9/29/2018,291
1778910,South Loop Cozy 2BdRm parking&WiFi&NetFlix,9339313,Leon,,Lower West Side,41.85674734,-87.65501478,Entire home/apt,69,1,342,10/10/2018,71
1784523,Beautiful 2 bed room apartment,8651445,Hanne,,Avondale,41.93998402,-87.70271904,Entire home/apt,93,1,82,9/23/2018,355
1785039,Modern 2BR/2BA in W. Wicker Park,9368604,Ed,,West Town,41.90761732,-87.68575306,Entire home/apt,129,2,240,10/9/2018,248
1796355,Entire 2 Bedroom Place Near Wrigley Field,2544200,Tyler+Whitney,,Lake View,41.93610513,-87.65440505,Entire home/apt,149,2,35,7/6/2015,0
1805794,BB's Logan Square Apartment,9464417,Barrett,,Logan Square,41.91840819,-87.70860631,Entire home/apt,110,2,34,9/23/2018,10
1810118,Huge Private 1BR/Full Bath near U of Chicago,9483312,Ryan,,Woodlawn,41.77891556,-87.59886221,Private room,59,1,249,10/8/2018,137
1837153,Musician's Quarters,9601147,Chester,,Hyde Park,41.79962669,-87.59476784,Entire home/apt,115,3,40,10/7/2018,336
1854000,Charming Unit Near Wrigley Field & Lake Michigan,9471604,James,,Lincoln Park,41.93282818,-87.64315195,Entire home/apt,130,1,146,9/16/2018,351
1857003,Wicker Park|Private Room|Near Train,6557364,Steve,,West Town,41.9094068,-87.68353967,Private room,70,1,433,10/8/2018,340
1861548,Stay amongst Wicker Park mansions!,9402510,Dátus & Stacey,,West Town,41.91055714,-87.67958723,Private room,125,2,42,6/13/2018,264
1900901,"Delightful Bedroom in vintage home,  Rogers Park",2453507,Estelle,,Rogers Park,42.00399979,-87.67503349,Private room,80,3,27,9/3/2017,344
1921670,PRIVATE 2BD APT,9959757,Jedidiah,,Irving Park,41.94763671,-87.7081721,Entire home/apt,90,2,203,10/9/2018,0
1954633,Lincoln Park/DePaul  - Private room & bath,3217364,Mary Kay,,Lincoln Park,41.9310091,-87.65878467,Private room,90,1,137,10/3/2018,349
1989590,Cozy Bedroom in Spacious Duplex Apt,10260239,Laura And Joel,,West Town,41.91344447,-87.69030794,Private room,55,3,162,10/5/2018,336
1989842,Private Bed & Bath in Edgewater/RP,10202754,Scott,,Rogers Park,41.99831475,-87.66428005,Private room,75,1,70,8/28/2016,0
1995991,2 Bedroom Modern Vintage Greystone,2498054,Henry,,Lake View,41.9453029,-87.65083559,Entire home/apt,65,3,224,9/24/2018,247
2005044,Gold Coast 2 full bedroom! Sleeps 7,6570517,Steven,,Near North Side,41.90462784,-87.6309582,Entire home/apt,221,5,60,10/17/2016,6
2011301,Bucktown - Great Northside Location,5166793,Carrie & Brad,,Logan Square,41.92055318,-87.68743499,Private room,75,1,149,10/8/2018,79
2012443,Great space in hip neighborhood!,7245979,Jason,,West Town,41.89253017,-87.66047827,Private room,55,3,166,9/25/2018,283
2020081,Modern space close to O'Hare,7975005,Silvia,,Norwood Park,41.9750018,-87.81464622,Entire home/apt,80,2,21,5/20/2018,351
2051505,Sweet  2 Bedroom Condo in Uptown,10513357,Caitlin,,Uptown,41.96267334,-87.66526009,Entire home/apt,220,3,26,9/16/2018,173
2062638,Downtown Urban Oasis + Huge Deck!,1876597,The Adventurers,,West Town,41.89669608,-87.65733869,Entire home/apt,295,1,121,9/9/2018,352
2075284,"Nicely remodeled by IIT/McCormick, Free Parking!",399682,Jay,,Douglas,41.82795513,-87.61841316,Private room,60,2,105,9/12/2018,327
2075573,Spacious Private Room + Parking at Ellis Place,2465946,Bonita & Frank,,Oakland,41.8292618,-87.60858623,Private room,38,1,187,9/24/2018,350
2087914,Petite Victorian 1,10658260,Eli,,Lower West Side,41.85658299,-87.65422952,Entire home/apt,90,1,78,9/23/2018,343
2093894,Awesome Room & View - Lincoln Park,8549643,George & Sean,,Lincoln Park,41.91765536,-87.65337165,Private room,85,1,206,10/3/2018,36
2103986,Mid-Century Townhouse in Lakeview,1838943,Sunnie/Randolph,,Lake View,41.93394579,-87.63922902,Private room,75,1,115,9/28/2018,322
2139407,Urban Farm Fun!  Walk to Metra/CTA ,10917550,Nicky,,East Garfield Park,41.88744587,-87.70783669,Entire home/apt,83,1,327,9/16/2018,340
2140051,Glorious Wrigleyville Rooftop with City View,10921133,Sven And Kaluhi,,Lake View,41.9396166,-87.64334485,Entire home/apt,109,45,45,6/13/2018,123
2163634,Bright Spacious 2 BR,223896,Stephanie,,Norwood Park,41.9946151,-87.77950414,Entire home/apt,95,1,142,10/7/2018,215
2178033,Bright Lincoln Park Pied a Terre,11108716,Lauren,,Lincoln Park,41.92402518,-87.63782617,Entire home/apt,135,2,113,9/2/2018,0
2189522,Casa Corazón (E) near Rush / UIC,1559157,Amanda,,Lower West Side,41.84720763,-87.67932414,Private room,67,2,121,10/3/2018,341
2198953,"Spacious, private, comfy Logan Square apartment",9406905,Diann,,Logan Square,41.92323122,-87.71348165,Entire home/apt,120,4,77,9/15/2018,159
2204244,Wicker Park|Private Room|Near Train,6557364,Steve,,West Town,41.90991895,-87.68411149,Private room,73,1,408,10/9/2018,336
2212823,2BR/2Bth w/city view prvt roof deck,11287511,Brian,,West Town,41.89308753,-87.65061847,Entire home/apt,249,2,50,9/3/2018,103
2227179,Ukrainian Village Apartment,11365636,Christiane & Anders,,West Town,41.89984396,-87.67640162,Entire home/apt,100,5,38,9/17/2018,183
2238443,Location and Luxury GoldCoast condo with Parking,8716401,Jay,,Near North Side,41.90098553,-87.63384596,Entire home/apt,150,1,29,9/16/2018,15
2242041,Sunny & stylish guest room with private bath,65172,Erin,,West Town,41.89932143,-87.66912723,Private room,60,1,53,9/30/2018,166
2269742,"Gorgeous views,  sky-high style!",178727,Benjamin,,Near South Side,41.85958965,-87.62234248,Entire home/apt,197,2,24,8/26/2018,10
2298310,"Hyde Park, Chicago. Free bikes.",1385332,Patt,,Kenwood,41.80378699,-87.6038621,Private room,29,1,16,9/25/2018,160
2305194,4 Bed Private Room - Wrigley Hostel,7391164,Brendan,,Lake View,41.94699269,-87.65502941,Private room,96,1,32,8/13/2018,363
2305230,10 Bed Shared Room - Wrigley Hostel,7391164,Brendan,,Lake View,41.94655533,-87.65508659,Shared room,27,1,69,9/9/2018,357
2305280,6 Bed Shared Dorm - Wrigley Hostel,7391164,Brendan,,Lake View,41.94661878,-87.6554068,Shared room,50,1,80,8/31/2018,349
2320101,2 Bed Private Dorm - Wrigley Hostel,7391164,Brendan,,Lake View,41.94703187,-87.65496183,Private room,60,1,28,9/11/2018,365
2364469,8 Bed Shared Dorm - Wrigley Hostel,7391164,Brendan,,Lake View,41.94616914,-87.65471798,Shared room,25,1,64,9/10/2018,365
2396340,"Unique, Handcrafted Art Gallery Condo in River West Chicago",5228189,Matthew,,West Town,41.89648365,-87.65651338,Entire home/apt,302,1,261,10/7/2018,311
2429295,Old school Chicago apartment,12416635,David,,Near West Side,41.86755506,-87.68661934,Private room,79,1,40,8/9/2018,121
2437230,City Hideaway,7000138,Brock & Kim,,North Center,41.94263588,-87.68335842,Entire home/apt,105,1,62,9/17/2018,136
2459132,Conveniently Located!,12059561,Rick,,Portage Park,41.96744572,-87.7518085,Private room,95,2,67,5/21/2017,353
2465222,Quiet Room near Loyola Univ. north,798630,Karen,,Edgewater,41.9952595,-87.66545512,Private room,45,2,20,9/30/2018,280
2473938,Art studio + house in one,12653262,Stephanie,,Lower West Side,41.85104749,-87.67941891,Private room,60,1,108,9/17/2018,159
2479175,Cozy Garden-Subterranean Apartment,12681444,Jenny,,Lincoln Square,41.96292843,-87.69358112,Entire home/apt,80,2,134,10/8/2018,131
2483380,2Bd/2Br Old Town Escape,12706135,Eric,,Near North Side,41.90879895,-87.63947069,Entire home/apt,400,7,16,10/9/2016,0
2483579,Luxe Condo in Wicker Park/Bucktown,8896092,Julia,,West Town,41.89930104,-87.66582058,Entire home/apt,375,2,153,9/23/2018,79
2499596,Vintage Ukrainian Village Flat,2768314,Jason,,West Town,41.90026634,-87.68054559,Entire home/apt,129,3,122,10/1/2018,101
2512850,THE GREEN ROOM IN ANDERSONVILLE,9313520,Taylor,,Uptown,41.97487205,-87.67027101,Private room,4137,2,214,9/26/2018,315
2515100,Cute Private Rm in Trendy Hood!,6118013,Jason And Ela,,West Town,41.89907223,-87.68084968,Private room,40,1,170,10/4/2018,10
2515629,Cool United Center and Rush Medical District Space,12877384,Tanya,,East Garfield Park,41.88342024,-87.69617541,Private room,25,2,98,10/4/2018,80
2519442,"Warm Cozy Guest Suite, Private Bath",7858620,Cynthia,,Washington Park,41.79598568,-87.62355245,Private room,80,2,66,10/8/2018,356
2570620,"Basement Studio w/Free St. Parking, Humboldt Park",1214607,Coral,,Humboldt Park,41.89825789,-87.70335614,Entire home/apt,60,1,401,10/7/2018,286
2583929,Modern Business KING BED w/OUTDOOR POOL & GYM,3965428,Rob,,Near South Side,41.85370234,-87.62338147,Entire home/apt,129,60,16,6/2/2018,312
2585378,Prime Wicker Park location w/ free parking,13237444,Ryan,,West Town,41.90771898,-87.68121496,Private room,88,18,17,6/2/2018,253
2591510,Fulton Market (Private Room/Private Full Bath),6716178,Nick,,Near West Side,41.88660782,-87.64413044,Private room,80,2,23,9/23/2018,351
2604345,Hyde Park. U of Chicago & Hospital.,1385332,Patt,,Kenwood,41.80457965,-87.60508459,Private room,26,1,18,9/29/2018,343
2604454,Cozy Single-Family Home near University of Chicago,13339125,Greg,,Hyde Park,41.78977182,-87.58915969,Entire home/apt,165,1,76,10/8/2018,35
2612989,Spacious 3 Bedroom- steps to train!,2880338,Elizabeth,,North Center,41.96089264,-87.67980648,Entire home/apt,150,2,23,8/20/2017,364
2658946,Lincoln Park Loft at the Zoo - 2 bedrooms/2bath,10363033,Jessica,,Lincoln Park,41.91720757,-87.63629642,Entire home/apt,95,1,323,10/4/2018,31
2659670,"11 Beds in Beaut House TRAIN,CUBS, BEACH. ARAGON",272671,Two For The Road,,Uptown,41.96821278,-87.65626389,Entire home/apt,975,1,96,9/30/2018,359
2661465,GREAT LOCATION SPECTACULAR VIEWS + BALCONY,3965428,Rob,,Loop,41.88627308,-87.61772287,Entire home/apt,150,30,25,6/29/2018,347
2670669,Cozy Logan Square condo,13670473,Ashvin,,Logan Square,41.92410445,-87.70589829,Entire home/apt,85,5,33,8/26/2018,188
2671680,Magnolia Airbnb,13462463,Soo,,Edgewater,41.9870529,-87.66228253,Private room,85,3,66,9/28/2018,351
2688739,Luxury finishes in vintage wood trimmed apartment,12416635,David,,Near West Side,41.86759465,-87.6820395,Private room,87,1,31,8/25/2018,193
2693387,"The Bucktown Penthouse Family, Business, Friends",13783917,Nora,,Logan Square,41.91432191,-87.67370424,Entire home/apt,99,1,49,10/2/2018,8
2695259,Grand Vintage Lincoln Park Penthouse - 2 Bedrooms.,13793246,Kristi,,Lincoln Park,41.93226572,-87.64879231,Entire home/apt,159,1,33,9/30/2018,38
2730613,Sweet Spacious Suite: Country in the City,13975150,Janine,,Morgan Park,41.68612435,-87.67735244,Entire home/apt,79,2,117,9/2/2018,334
2731202,Cozy Faux Cabin Flat/ Fireplace,13975150,Janine,,Morgan Park,41.68581864,-87.68066797,Entire home/apt,76,2,108,10/8/2018,353
2737979,"Peaceful Rest in Urban Farmhouse, Gold Room",14007195,Kelli & Jimmy,,Portage Park,41.94475239,-87.76953452,Private room,49,90,34,7/25/2018,98
2764548,Modern 1 bedroom in Rogers Park!,10347187,David,,Rogers Park,42.0059792,-87.67210972,Entire home/apt,96,2,119,10/2/2018,313
2778030,"New Renovated Home by IIT/McCormick, Free Parking!",399682,Jay,,Douglas,41.82733523,-87.61870905,Private room,70,2,145,9/17/2018,328
2782345,"1 Bed/Bath. Near Lake, Zoo, Wrigley",14230480,Brian,,Lincoln Park,41.92984777,-87.6435345,Entire home/apt,119,3,60,8/26/2018,356
2837146,Urban Farm + Bikes in Roscoe Village,4009750,Matt,,North Center,41.94794984,-87.68314252,Entire home/apt,128,2,141,10/8/2018,346
2844042,"Relax in a Custom, Creative, Artsy, Unique Apartment in West Town",8813383,Mindy + Tony,,West Town,41.89425296,-87.68467553,Entire home/apt,99,28,140,8/6/2018,221
2874467,Delightful Private Room + Parking at Ellis Place,2465946,Bonita & Frank,,Oakland,41.82871951,-87.60826372,Private room,38,1,175,9/30/2018,355
2874486,Gorgeous Penthouse with Stunning Views from Private Rooftop,14692157,Ross,,West Town,41.90242582,-87.67027885,Entire home/apt,210,2,45,9/23/2018,153
2879976,Private Room (blue)-Avondale near blueline CTA,14645112,Valerie,,Avondale,41.93758242,-87.71240246,Private room,68,1,206,10/2/2018,349
2907500,The Red Room,11231030,Erik,,West Lawn,41.78354823,-87.72893646,Private room,34,1,295,9/24/2018,354
2934604,"Cozy Wicker Park, Chicago Apartment",9791233,John,,West Town,41.90440217,-87.67144894,Entire home/apt,110,2,205,10/8/2018,148
2989466,Spacious Studio in Hyde Park,15243916,Tyra,,Hyde Park,41.79628842,-87.59162372,Entire home/apt,115,2,82,9/30/2018,60
3010785,Modern single family home ,15343214,Mark,,Logan Square,41.9145966,-87.69045025,Entire home/apt,475,1,87,9/16/2018,175
3030917,The Lovejoy Homestead: chill space to rest & relax,5053217,Mark,,Jefferson Park,41.97924188,-87.77144545,Private room,98,1,173,10/7/2018,46
3031898,Art Collector's Pied-a'-terre,15442332,Karen Sophie,,South Shore,41.77292719,-87.56951394,Entire home/apt,98,1,207,9/17/2018,357
3052275,Modern House Right at the Center of Chicago,10350152,Anthony,,Near North Side,41.90263056,-87.64155018,Private room,94,1,68,9/29/2018,314
3053081,Relaxed Bucktown/Wicker Park 1B Apt,1368870,Paul,,Logan Square,41.91548257,-87.67450704,Entire home/apt,125,1,173,9/26/2018,163
3061036,"Private Room loft near downtown, Mccormick Place",1876022,Leslie,,Near South Side,41.85297505,-87.6276122,Private room,85,1,374,10/8/2018,114
3068787,Lincoln Square Modern 2 Bed 2 Bath,7780304,Mark And Collette,,Lincoln Square,41.96315298,-87.68039768,Entire home/apt,150,3,83,8/21/2018,328
3088192,Logan Square Apartment,15710890,Paul & Sarah,,Logan Square,41.93155542,-87.71161348,Entire home/apt,145,1,302,10/5/2018,118
3094937,Beautiful Roscoe Village Apartment!,15739917,Rachel,,North Center,41.94424971,-87.68671377,Entire home/apt,70,1,17,12/27/2017,0
3105733,King Bed in Private room in 3 BR,12416635,David,,Near West Side,41.86822756,-87.68482888,Private room,97,1,21,10/8/2017,349
3138825,"South Loop Comfy 2BdRm,free parking&WiFi&Netflix",9339313,Leon,,Lower West Side,41.85682693,-87.65248967,Entire home/apt,69,1,323,10/4/2018,64
3143254,5 Star Suite Experience + Parking at Ellis Place,2465946,Bonita & Frank,,Oakland,41.8287529,-87.60825695,Private room,39,1,227,9/29/2018,345
3151779,Welcome toThe Palace of Enchantment (Women Only),15997045,Zulema,,Logan Square,41.92475761,-87.68563918,Private room,40,15,16,8/6/2018,365
3172794,LOFT606:  Gigantic Sunlit Loft!,16090300,John,,Logan Square,41.91704143,-87.69375214,Entire home/apt,1200,2,37,9/30/2018,355
3180755,"North Wayne Flat- Close to Lake, Edgewater, Loyola",2388819,Amy & Holly,,Edgewater,41.99693846,-87.66423189,Entire home/apt,100,2,326,9/23/2018,40
3217145,Pride Perfect Boystown-PVT KG Bed/Roscoe Halsted,16292516,Michael,,Lake View,41.93493079,-87.64619524,Private room,140,1,236,9/16/2018,357
3241929,Relax in the Sauna at an Eclectic Loft-Style Home,4020105,Nathan,,West Town,41.90226108,-87.67969966,Private room,172,1,177,9/29/2018,352
3267902,Ravenswood Guest House Annex,2676165,Richard,,Edgewater,41.98950213,-87.66684847,Entire home/apt,85,2,198,10/8/2018,322
3292054,The Roscoe House near Wrigley Field,5960265,Garrett And Courtney,,Lake View,41.94313274,-87.65612607,Entire home/apt,450,2,126,10/2/2018,316
3293564,The Roscoe House: Onyx Room,5960265,Garrett And Courtney,,Lake View,41.9446469,-87.65476795,Private room,99,2,34,9/11/2018,351
3295017,The Roscoe House: Master Bedroom,5960265,Garrett And Courtney,,Lake View,41.94276002,-87.65497826,Private room,99,2,17,8/3/2018,353
3298786,Private ROOM (pink)-Avondale near blueline CTA,14645112,Valerie,,Avondale,41.93625434,-87.71245424,Private room,67,1,56,9/29/2018,270
3300206,Studio close to everything!,16667747,Gena,,West Town,41.90832252,-87.69444473,Entire home/apt,70,1,38,9/10/2018,358
3302759,Chicago duplex-perfect for groups!,16680094,Shana & Mike,,West Town,41.89985924,-87.68030308,Entire home/apt,299,2,109,9/10/2018,321
3303813,The Roscoe House: Green Room,5960265,Garrett And Courtney,,Lake View,41.9427857,-87.65547574,Private room,75,2,50,9/11/2018,341
3308694,"""The Annex II"" Huge 1,600 Sq foot Apartment",16707041,Matthew,,Near West Side,41.88669699,-87.64337699,Entire home/apt,299,2,24,9/18/2018,74
3317508,Light and Airy Chicago Apartment,15438417,Kiril,,Uptown,41.96932065,-87.65132303,Entire home/apt,370,2,21,9/23/2018,10
3329088,East Garfield Park 2 Bedroom,16807770,William,,East Garfield Park,41.88373487,-87.70717955,Entire home/apt,110,2,66,9/25/2018,355
3351169,Chic Loft near Downtown Chicago,16909744,Jason,,Near South Side,41.86109983,-87.62780312,Shared room,63,1,131,9/8/2018,70
3364289,Comfortable Room in the South Loop,4900623,Christiane,,Near South Side,41.85633785,-87.62789487,Private room,88,3,33,10/1/2018,65
3376665,Private room and private bath in luxury condo,3533788,Janet,,West Town,41.90968027,-87.69767961,Private room,90,1,52,10/7/2018,362
3385966,Welcome to your 2BD Penthouse,9995028,Chad,,Lake View,41.9375523,-87.66932251,Entire home/apt,2000,100,120,4/1/2018,365
3389545,Private 2Bd Apt Avondale/Hip Logan Square & El,150742,Rose,,Avondale,41.93569217,-87.72505871,Entire home/apt,108,2,124,10/8/2018,64
3394750,Park Side Apt. Walk to Orange Line!,8781008,Jenny,,Mckinley Park,41.82583486,-87.6753408,Entire home/apt,90,1,37,9/17/2018,161
3410667,Old Town Studio Next To Lake!,1309731,Leah,,Lincoln Park,41.9134182,-87.63319629,Entire home/apt,93,100,17,8/6/2018,179
3430491,Chinatown penthouse luxury loft,2640968,Alison,,Armour Square,41.84799884,-87.63404754,Private room,75,30,223,9/8/2018,335
3440257,LUXURY URBAN LOFT - PILSEN,4728489,Andrew,,Lower West Side,41.85904011,-87.64603536,Entire home/apt,150,14,213,6/8/2018,63
3445375,Walk to Wrigley Fld! Airy 2BD/2.5b,17363046,Courtney,,Uptown,41.96004561,-87.65633423,Entire home/apt,275,2,35,10/30/2016,39
3453656,Private large room with your own bathroom,17405364,Jennifer,,Rogers Park,41.99993126,-87.66843538,Private room,45,5,22,8/25/2018,268
3517984,Private room w/bath in urban canopy,11294056,Amanda,,Hyde Park,41.79980218,-87.59381477,Private room,75,1,207,10/5/2018,348
3532148,2-Bedroom Apartment with Patio,1600654,Joe,,West Town,41.89646497,-87.69619634,Entire home/apt,138,1,36,8/12/2018,0
3534562,Stylish Lincoln Park 2BR w/patio,2013410,Peter,,Lincoln Park,41.92715941,-87.65787507,Entire home/apt,175,1,264,9/30/2018,24
3562948,The Comfy - Cozy place,17939019,John,,Mckinley Park,41.82564928,-87.6741363,Entire home/apt,112,4,76,10/9/2018,346
3563297,Bill Murray Suite in Trendy Hood! NEW Mini-fridge!,6118013,Jason And Ela,,West Town,41.9018199,-87.6840208,Private room,55,1,156,9/30/2018,10
3570616,1 Bedroom Victorian Beauty Loft at Logan Square!,3920450,Vas,,Logan Square,41.92930499,-87.71828849,Entire home/apt,95,32,138,4/25/2017,252
3580497,Charming 2 Bedroom In Downtown,3986873,Elena,,Near North Side,41.89805134,-87.62977379,Entire home/apt,200,3,82,9/3/2018,294
3585870,Ideal Location in Logan Square 1BR,2058872,Jake,,Logan Square,41.92245052,-87.70345023,Entire home/apt,110,1,186,10/7/2018,78
3590692,Best Location & Relaxing Privacy : Bedroom 3,12955486,Luke & Ligia,,Edgewater,41.99041082,-87.66022221,Private room,64,15,32,12/12/2017,112
